,horizontalDifference,trial
2,-20.752838134765625,vp16_103_Session1_d01_b01_8
0,-2.52508544921875,vp16_104_Session1_d01_b01_9
1,-2.52508544921875,vp16_104_Session1_d01_b01_9
2,-2.52508544921875,vp16_104_Session1_d01_b01_9
0,-19.74578857421875,vp16_106_Session1_d01_b01_11
1,-19.74578857421875,vp16_106_Session1_d01_b01_11
2,-19.74578857421875,vp16_106_Session1_d01_b01_11
0,-16.43701171875,vp16_107_Session1_d01_b01_12
1,-16.43701171875,vp16_107_Session1_d01_b01_12
2,-16.43701171875,vp16_107_Session1_d01_b01_12
0,-7.677032470703125,vp16_109_Session1_d01_b01_14
1,-7.677032470703125,vp16_109_Session1_d01_b01_14
2,-7.677032470703125,vp16_109_Session1_d01_b01_14
0,-27.72747802734375,vp16_110_Session1_d01_b01_15
1,-27.72747802734375,vp16_110_Session1_d01_b01_15
2,-27.72747802734375,vp16_110_Session1_d01_b01_15
0,-6.476898193359375,vp16_111_Session1_d01_b01_16
1,-6.476898193359375,vp16_111_Session1_d01_b01_16
2,-6.476898193359375,vp16_111_Session1_d01_b01_16
0,-4.212432861328125,vp16_112_Session1_d01_b01_17
1,-4.212432861328125,vp16_112_Session1_d01_b01_17
2,-4.212432861328125,vp16_112_Session1_d01_b01_17
0,-37.74755859375,vp16_113_Session1_d01_b01_18
1,-37.74755859375,vp16_113_Session1_d01_b01_18
2,-37.74755859375,vp16_113_Session1_d01_b01_18
0,2.362823486328125,vp16_114_Session1_d01_b01_19
1,2.362823486328125,vp16_114_Session1_d01_b01_19
2,2.362823486328125,vp16_114_Session1_d01_b01_19
0,-10.8883056640625,vp16_115_Session1_d01_b01_20
1,-10.8883056640625,vp16_115_Session1_d01_b01_20
2,-10.8883056640625,vp16_115_Session1_d01_b01_20
0,-30.595947265625,vp16_116_Session1_d01_b01_21
1,-30.595947265625,vp16_116_Session1_d01_b01_21
2,-30.595947265625,vp16_116_Session1_d01_b01_21
0,-0.136016845703125,vp16_117_Session1_d01_b01_22
1,-0.136016845703125,vp16_117_Session1_d01_b01_22
2,-0.136016845703125,vp16_117_Session1_d01_b01_22
0,-20.451263427734375,vp16_118_Session1_d01_b01_23
1,-20.451263427734375,vp16_118_Session1_d01_b01_23
2,-20.451263427734375,vp16_118_Session1_d01_b01_23
0,-23.035736083984375,vp16_119_Session1_d01_b01_24
1,-23.035736083984375,vp16_119_Session1_d01_b01_24
2,-23.035736083984375,vp16_119_Session1_d01_b01_24
0,1.7947998046875,vp16_120_Session1_d01_b01_25
1,1.7947998046875,vp16_120_Session1_d01_b01_25
2,1.7947998046875,vp16_120_Session1_d01_b01_25
0,-26.593780517578125,vp16_121_Session1_d01_b01_26
1,-26.593780517578125,vp16_121_Session1_d01_b01_26
2,-26.593780517578125,vp16_121_Session1_d01_b01_26
0,-26.496551513671875,vp16_122_Session1_d01_b01_27
1,-26.496551513671875,vp16_122_Session1_d01_b01_27
2,-26.496551513671875,vp16_122_Session1_d01_b01_27
0,5.700042724609375,vp16_123_Session1_d01_b01_28
1,5.700042724609375,vp16_123_Session1_d01_b01_28
2,5.700042724609375,vp16_123_Session1_d01_b01_28
0,-7.084625244140625,vp16_124_Session1_d01_b01_29
1,-7.084625244140625,vp16_124_Session1_d01_b01_29
2,-7.084625244140625,vp16_124_Session1_d01_b01_29
0,16.36346435546875,vp16_125_Session1_d01_b01_30
1,16.36346435546875,vp16_125_Session1_d01_b01_30
2,16.36346435546875,vp16_125_Session1_d01_b01_30
0,-4.149078369140625,vp16_127_Session1_d01_b01_32
1,-4.149078369140625,vp16_127_Session1_d01_b01_32
2,-4.149078369140625,vp16_127_Session1_d01_b01_32
0,-24.795989990234375,vp16_128_Session1_d01_b01_33
1,-24.795989990234375,vp16_128_Session1_d01_b01_33
2,-24.795989990234375,vp16_128_Session1_d01_b01_33
0,-1.396820068359375,vp16_129_Session1_d01_b01_34
1,-1.396820068359375,vp16_129_Session1_d01_b01_34
2,-1.396820068359375,vp16_129_Session1_d01_b01_34
0,-5.71966552734375,vp16_130_Session1_d01_b01_35
