,horizontalDifference,trial
0,2.828094482421875,vp1_174_Session3_d03_b04_31
1,2.828094482421875,vp1_174_Session3_d03_b04_31
2,2.828094482421875,vp1_174_Session3_d03_b04_31
0,-9.9732666015625,vp1_175_Session3_d03_b04_32
1,-9.9732666015625,vp1_175_Session3_d03_b04_32
2,-9.9732666015625,vp1_175_Session3_d03_b04_32
0,6.6624755859375,vp1_177_Session3_d03_b04_34
1,6.6624755859375,vp1_177_Session3_d03_b04_34
2,6.6624755859375,vp1_177_Session3_d03_b04_34
0,-11.576263427734375,vp1_178_Session3_d03_b04_35
1,-11.576263427734375,vp1_178_Session3_d03_b04_35
2,-11.576263427734375,vp1_178_Session3_d03_b04_35
0,-3.693756103515625,vp1_179_Session3_d03_b04_36
1,-3.693756103515625,vp1_179_Session3_d03_b04_36
2,-3.693756103515625,vp1_179_Session3_d03_b04_36
0,4.200897216796875,vp1_180_Session3_d03_b04_37
1,4.200897216796875,vp1_180_Session3_d03_b04_37
2,4.200897216796875,vp1_180_Session3_d03_b04_37
0,-21.181243896484375,vp1_181_Session3_d03_b04_38
1,-21.181243896484375,vp1_181_Session3_d03_b04_38
2,-21.181243896484375,vp1_181_Session3_d03_b04_38
0,-21.866302490234375,vp1_182_Session3_d03_b04_39
1,-21.866302490234375,vp1_182_Session3_d03_b04_39
2,-21.866302490234375,vp1_182_Session3_d03_b04_39
0,-5.922393798828125,vp1_183_Session3_d03_b04_40
1,-5.922393798828125,vp1_183_Session3_d03_b04_40
2,-5.922393798828125,vp1_183_Session3_d03_b04_40
0,-17.2705078125,vp1_184_Session3_d03_b04_41
1,-17.2705078125,vp1_184_Session3_d03_b04_41
2,-17.2705078125,vp1_184_Session3_d03_b04_41
0,-12.587127685546875,vp1_186_Session3_d03_b04_43
1,-12.587127685546875,vp1_186_Session3_d03_b04_43
2,-12.587127685546875,vp1_186_Session3_d03_b04_43
0,-6.765533447265625,vp1_189_Session3_d03_b04_46
1,-6.765533447265625,vp1_189_Session3_d03_b04_46
2,-6.765533447265625,vp1_189_Session3_d03_b04_46
0,-2.7591552734375,vp1_190_Session3_d03_b04_47
1,-2.7591552734375,vp1_190_Session3_d03_b04_47
2,-2.7591552734375,vp1_190_Session3_d03_b04_47
0,-18.87322998046875,vp1_191_Session3_d03_b04_48
